CD0,F/F01
0,1
1,0.982847306601863
1.5,0.989509923045767
3.125,0.973592547590117
6.25,0.995828270554881
12.5,0.993418388011341
25,1.00378695828271
50,1.01356824625354
75,1.02448359659781
150,1.04473471040907
